[3.6738523564303134, 1.3090276055941104]
[3.2757374750468147, 1.5450216406163446]
[7.85399255835423, 3.0754858157612315]
[7.706024793116979, 2.704843708645088]
[2.2817699261422932, 2.730659515505975]
[2.4554790327657283, 2.4108451783085556]
[7.8984371590973135, 3.226009021522929]
[5.734623497556229, 6.908664352729316]
[2.004948779672845, 3.8277554424174163]
[7.778486580898301, 5.131376294505089]
[5.461785566955133, 1.0357540435800665]
[3.292695426909786, 1.5331982052249837]
[5.735408485837854, 6.908465980367946]
[5.979186612509648, 6.835699839172313]
[2.033267140245459, 3.5544709449961287]
[5.032079918521672, 1.0001715250988692]
[6.971354477688018, 6.261362758006641]
[3.6648888099127612, 6.686536452405557]
[2.0096321402650674, 3.759791624908043]
[4.789074725964042, 6.992575901923434]
[7.243814447933901, 2.008694718722646]
[4.531374905760805, 1.036827625491675]
[7.88298614121666, 3.1703067376718854]
[3.1019525713534453, 1.6767660559882906]
[3.7444607302881545, 1.2753677051368113]
[4.336971063297061, 6.925814865827052]
[2.0013141718494083, 3.9112120275667883]
[2.2915728579629504, 5.290124961496761]
[2.027445630402997, 4.40487099153899]
[7.771858313324982, 5.14751971261987]
[6.7584333031436845, 1.5693802604283835]
[6.695292242706471, 6.475072566980464]
[2.1022329466591794, 4.7764960428569205]
[7.714815690000375, 2.7233732850485275]
[2.0099319850799815, 3.7560875850796838]
[7.0331852390172145, 1.794063059867189]
[4.802081449916696, 6.993464255262275]
[2.0648312627293266, 4.6203099900443965]
[2.8227777230760105, 6.063904832318079]
[3.6500046054255852, 6.679087985607765]
[2.9544490620914745, 6.194475190204153]
[2.1758024986631286, 5.011883626432691]
[6.635480076111795, 1.4850039919233753]
[7.95018902167991, 3.4555877147240945]
[7.485420016665992, 5.68008551590567]
[3.5167712448506223, 1.3923128140250358]
[2.0491227682404505, 3.459330449273222]
[2.4355922221379185, 5.556859900196693]
[7.902162425909487, 4.759903450208751]
[3.061105841114663, 6.2892552152698755]
[3.774052050185407, 6.7380744373273345]
[2.9868586505201753, 6.224244120373155]
[2.502686038545642, 2.3376453513389084]
[2.9865049043352583, 6.223923897019418]
[4.1490297451736105, 6.876777646152151]
[4.544287285511577, 6.965185647114459]
[7.969474820480194, 3.573128484747317]
[2.6663473801891238, 5.8852229178667]
[7.956533688519272, 3.4911694303104177]
[6.51709627728447, 6.588130384167227]
[3.4551690890323408, 1.4283278870511444]
[2.1739950878446184, 2.9931751709092325]
[4.251900945070794, 1.0947723318104607]
[2.012301310973144, 3.7286026094686857]
[7.106186534449622, 1.863653052029448]
[2.4426656404162266, 2.431548224110078]
[7.8720788702352955, 4.866696580787043]
[3.767399058794134, 1.2649140928046858]
[2.7268969805162255, 2.042194426707865]
[5.0884965304239715, 6.998694443270757]
[4.636187519775141, 1.0221416287485]
[6.538923075556319, 1.4247882091912754]
[4.49075181646152, 6.956461785236325]
[6.787378187607399, 6.409414703712353]
[4.269768996149935, 6.909770211033189]
[2.4618569516561872, 2.4006783106129093]
[2.182928684287797, 5.031556688792001]
[7.69666416005088, 5.3145350538867655]
[2.1488484754543986, 4.933238974797609]
[2.131185118611364, 3.1225598730835777]
[2.359588739537347, 2.5758411691029597]
[3.178832098639773, 6.383977238787146]
[5.65960998124139, 1.0734124525914601]
[3.668867748087962, 1.3114898311667877]
[4.841736918524255, 6.9958225576695625]
[3.2916175540055366, 6.466055436971759]
[7.675799026683009, 2.6434973023240014]
[5.542836828970945, 6.950479313113849]
[2.1619820808503354, 4.972447577294226]
[4.000931300926271, 6.828756216878918]
[2.401211922385987, 2.5012336647591584]
[5.839673149191548, 1.1199046886384565]
[7.1415814928520005, 6.10086380079095]
[6.098564299147396, 6.791622553397717]
[7.762377095355817, 5.170159298152845]
[7.108683991052705, 6.133881867835714]
[2.025323938799506, 3.611023996986042]
[2.007313067440484, 4.209344031888935]
[7.825831896112118, 2.992689672982852]
[2.129474843795472, 4.871828726067781]
[2.0382392981998763, 3.522534247016145]
[7.958652509057916, 4.4963620963019855]
[5.461806944982433, 6.964242625961308]
[3.906283010588145, 6.793525218621065]
[5.117933124128358, 6.997681066797021]
[5.710534112829187, 1.0853574362357845]
[2.3988294527752076, 5.4946276406684955]
[6.965441856224102, 6.266503542861196]
[2.068753935073789, 3.361410533398332]
[6.667925224000679, 6.493596889463548]
[6.1725607477247575, 6.761358595491567]
[6.954320699164834, 3.57499340615012]
[3.139320076247981, 3.266603639669394]
[3.027302886050382, 4.329341914451908]
[3.0213565786038425, 3.7085034975069022]
[5.22146777581395, 2.0122998152950675]
[6.994876997625563, 3.8569413954198497]
[3.24397388203303, 4.957273353341591]
[5.238990513494258, 5.985669543116314]
[3.5885656547989897, 5.416987328520264]
[6.821783996055253, 4.825289689573881]
[3.7565877655943067, 2.433498798171466]
[6.99783677004981, 3.90700408483734]
[5.531177662025011, 5.928172785661504]
[5.1136209240238415, 2.003230036878567]
[5.486293024602312, 5.939979147883589]
[6.807823261014635, 3.1445614826684425]
[3.1268362575206954, 3.2991022942961474]
[3.5026779462328195, 5.3259059798124575]
[6.9637562190913895, 4.379027059693486]
[6.117591148288196, 5.658610872166184]
[6.632150145819311, 2.8441081791525633]
[5.77625591097829, 5.843210991902789]
[3.499051217259373, 2.6782009412965113]
[3.1343300490345944, 3.279392177349745]
[3.1219727050717294, 4.687759754205204]
[4.5460901146555495, 2.0521894814981136]
[6.408233290922569, 5.420168651371165]
[4.044381891140866, 2.243072559830517]
[6.843550336949967, 4.775449647063988]
[5.442281792104925, 5.950483739068966]
[4.093717032704636, 2.2171227795525823]
[5.735323925716684, 5.8599190101368945]
[6.321987093964423, 5.5007831700120775]
[3.0003952578481856, 4.039760220874323]
[3.7253671160399096, 2.458795597226772]
[6.9989128497525295, 4.06593496109213]
[4.087851858426313, 2.22011636115625]
[3.2681276586737935, 2.999690951080976]
[6.9999762380843915, 4.009749210111898]
[3.179379796521805, 3.1721461030550038]
[6.9999630569788325, 4.012156098053333]
[3.115939638167413, 3.3289437035752796]
[3.4596042464503114, 2.724389980265878]
[3.498903531953073, 5.321631338012625]
[3.7294080864283785, 5.544537532456368]
[5.534581726649055, 2.0727682086648436]
[5.691519336549228, 5.876646212576711]
[3.0491386576518638, 4.4406132350845]
[3.000024072560322, 4.009812729579435]
[6.92385468747648, 4.546610594001596]
[6.610117270545115, 2.8136095182898897]
[5.843831679242781, 5.813270001159868]
[5.5097312012927375, 2.066047026831143]
[3.0414514164420297, 4.405077086297249]
[6.9963334603455065, 4.121048399844592]
[4.350985469887712, 5.89176640727737]
[3.264435452527705, 3.0061108202836255]
[3.059441772836908, 4.483977031469095]
[6.699965709965059, 2.9463792974020526]
[6.964953548889319, 4.372770104363628]
[5.956143322700376, 2.243358332938819]
[6.302355200720681, 2.482149239498233]
[6.0415091768803615, 5.707412848280694]
[3.003083150928074, 3.8889905504353286]
[6.904688807770425, 4.610049625484745]
[3.2425812736693427, 3.045285686531133]
[4.311844517114146, 2.1221176737148473]
[4.514301971314606, 5.940128198066077]
[5.449857143497977, 2.0512494899439178]
[5.081898286361136, 5.998322464141138]
[6.873108141759159, 4.701046281835622]
[3.0114415604885925, 4.213624279163103]
[4.940259150299656, 2.00089244139364]
[4.368744356190165, 5.89776613737263]
[5.414065749143736, 5.956667972699005]
[3.8731947654071055, 2.3476350393166614]
[4.02502413176871, 2.253740552962807]
[6.34258795862319, 5.482382397817788]
[6.023487415183149, 5.718276319734901]
[3.5540117407605907, 2.618291653733762]
[5.5034335203823055, 2.064398106387711]
[6.240431246819767, 5.568862747952528]
[3.720449343624309, 2.4628760239432417]
[3.9266967608126278, 2.312392179222348]
[6.93321551811867, 4.512520985429048]
[4.165845075614876, 2.1822581145486994]
[3.0074970220442716, 4.173008331699818]
[6.566036429048265, 5.2439975493921835]
[6.3267414167216875, 5.496581843119624]
[4.919576006941621, 5.998382341130082]
[4.446795368526072, 2.078031052353916]
[6.183652312558363, 5.612131261087397]
[3.257099425977998, 3.019032320066672]
[6.34698224845047, 2.521609380995903]
[3.1724923815729436, 3.1874632903117126]
[4.289438522574868, 2.1304807070266927]
[6.498741566092012, 5.324301218782216]
[6.935610282761976, 3.4965987353352155]
[6.89294804867272, 3.354440022131063]
[6.2687095563750415, 2.4539158944085075]
[5.220603241676037, 5.987796319989053]
[3.3169467975983418, 2.919568642677601]
[5.01827506269175, 2.0000834962220013]
[6.333873750784306, 5.490228444557614]
[6.35418667878228, 5.471794292354954]
[6.615426909750127, 2.8208495010156014]
[3.140741361485464, 3.2630079273770485]
[6.7593631216692245, 3.0488736119156816]
[3.245495123465723, 4.960058663945825]
[6.853163924160571, 3.247814205006638]
[4.571178629064491, 2.046512802235707]
[5.694618231525288, 5.875501402940739]
[5.153674901581506, 5.994087266050289]
[6.837818708591783, 3.211062490212292]
[6.584647331354526, 5.220201964934894]
[6.952314158844045, 3.565869345499456]
[3.7503532516458633, 2.438467738300635]
[6.856920051904202, 3.257135328046828]
[5.716231302124974, 5.8673544713996755]
[6.919913126344143, 4.5602977666307964]
[6.828489295184635, 3.189674819967196]
[3.052254867995087, 3.5458096205871787]
[4.571866262328488, 5.95363801730705]
[3.422480781805511, 2.7705964388261077]
[6.246981016340311, 5.5636618384058885]
[4.368833923918252, 2.1022040719815083]
[3.62820433518153, 2.5446042964247653]
[3.8890203369992458, 2.3369533414847528]
[3.5700173558352826, 5.398266654607655]
[3.359788772594374, 5.1444243659991375]
[5.079818291667895, 5.998406625368125]
[6.850836169279609, 4.757895424505507]
[3.0053847406375658, 3.8533372333598983]
[4.0478595686072, 5.758814543636461]
[3.5531864294460576, 5.380844123013511]
[6.445090562860809, 5.3826471947429795]
[5.167775961543446, 2.0070496175950163]
[3.2218211820133247, 3.0845328562621646]
[6.615859364668413, 5.178557810891512]
[3.0876072144815945, 4.585451820303903]
[3.1892919981911754, 4.849315331420253]
[6.026673204371969, 2.2836252939918413]
[3.719649044084816, 5.536457428530668]
[4.2872086124855615, 5.868670232514352]
[3.0396428619798925, 3.6037678819005032]
[6.115344110187827, 2.3398772587939995]
[6.982379514053908, 4.264898966134999]
[6.9159953538057435, 3.4264480806458715]
[6.735535784335518, 4.993939405241032]
[6.967789024231114, 4.357500148413341]
[4.861818339014521, 5.9952207468265994]
[4.337648266610244, 2.1128619072056267]
[6.5632558246839, 2.752510029462416]
[3.3250951645012283, 5.093020490211795]
[6.316424213409077, 5.505665065793283]
[3.4213507910575744, 5.227952228348258]
[4.160549215903617, 5.815302283665167]
[3.0416279383412848, 3.5940703655624615]
[6.541366862681308, 5.274436422356166]
[4.6542321484200615, 2.030115588971324]
[6.217886157923046, 2.413572155331532]
[4.936110698125335, 5.998979278808554]
[3.095908990365775, 4.6119129243855825]
[6.997049401708799, 3.8914012562939777]
[5.353317365251502, 5.9685443452997795]
[6.997926462775936, 4.091048609762229]
[4.109428363688128, 2.209223028795379]
[3.047859707997824, 4.434911807544538]
[3.2137111061873584, 4.899539875626206]
[5.081906962634616, 5.998322108538053]
[3.5276000016786515, 2.64647192679897]
[6.6548168568919595, 2.876798695626552]
[5.458509970423154, 2.0532671968083145]
[3.7908655185002376, 5.593108221574511]
[5.766731735699149, 5.847193126197629]
[3.019976909788719, 4.281972626739138]
[6.841886338695227, 3.2206061872660956]
[3.1463461115257463, 3.2490224625567827]
[3.2461801593529964, 3.0386904938819557]
[3.4439504518514723, 2.743532808344459]
[6.70522054828345, 2.9549053240438505]
[6.9941393686667155, 3.8470026852081607]
[5.3977307357990565, 5.960053637480551]
[4.89356333683207, 2.002834198987556]
[4.435928127662995, 2.0811923173912854]
[3.032309728549092, 4.358043287379407]
[4.352500853609157, 2.107714383233036]
[6.517875470152825, 5.302326401908654]
[3.0329377963873965, 4.36147792065177]
[6.418179144384263, 5.410236829200514]
[6.973539197099953, 4.324257671474512]
[3.5509163056382653, 2.621538376763812]
[6.971354421563082, 3.6627141500393385]
[3.0113465292919277, 4.212737804446549]
[3.812241904512102, 2.3908913316363742]
[3.2091942777117137, 3.1094861792091435]
[5.32654386756359, 5.973162208881118]
[4.4099277251726186, 5.910972189876148]
[3.5055838328426487, 2.6708196814055922]
[3.173018225554948, 3.1862816237508156]
